accident_id,date,time,state,city,road_type,weather,light_condition,speed_limit_kmph,avg_speed_est_kmph,vehicles_involved,casualties_total,fatalities,serious_injuries,minor_injuries,alcohol_involved,hit_and_run,damage_cost_inr
ACC2021053100030,2021-05-31,19:01,Puducherry,Puducherry,Urban Road,Haze,Night (lit),60,73.4,2,5,1,0,4,0.0,0.0,66596.04
ACC2024042500031,2024-04-25,08:05,Uttar Pradesh,Kanpur,State Highway,Clear,Daylight,90,97.3,2,5,0,3,2,0.0,0.0,39042.65
ACC2023013000032,2023-01-30,08:07,Andhra Pradesh,Visakhapatnam,Rural Road,,Daylight,70,55.8,2,4,1,1,2,0.0,0.0,43566.11
ACC2023112200033,2023-11-22,10:38,Maharashtra,Thane,National Highway,Haze,Daylight,80,76.9,1,1,0,0,1,0.0,0.0,28512.24
ACC2021021500034,2021-02-15,05:12,Chhattisgarh,Bhilai,National Highway,Fog,Night (lit),80,65.6,2,2,0,0,2,0.0,0.0,59825.21
ACC2024090900035,2024-09-09,09:12,Himachal Pradesh,Shimla,National Highway,Clear,Daylight,90,66.8,2,0,0,0,0,0.0,0.0,48193.97
ACC2022062500036,2022-06-25,20:25,Delhi,New Delhi,Rural Road,Clear,Night (unlit),70,,1,3,0,1,2,0.0,1.0,62886.6
ACC2020052500037,2020-05-25,10:50,Tamil Nadu,Tiruchirappalli,State Highway,Clear,Daylight,70,76.1,1,3,0,2,1,0.0,0.0,27844.54
ACC2020080900038,2020-08-09,18:31,Gujarat,Surat,Urban Road,Rain,Night (lit),60,36.2,1,0,0,0,0,0.0,0.0,59317.5
ACC2024011900039,2024-01-19,00:22,Assam,Dibrugarh,Expressway,Rain,Night (unlit),100,,1,6,0,3,3,0.0,0.0,66853.26
ACC2018112600040,2018-11-26,10:32,Delhi,New Delhi,National Highway,Clear,Daylight,90,,1,3,0,1,2,0.0,0.0,38287.93
ACC2025072400041,2025-07-24,19:55,Karnataka,Hubballi,Expressway,Clear,Night (lit),100,284.04999101641005,1,23,17,4,2,0.0,0.0,4793705.148905536
ACC2018120800042,2018-12-08,18:26,Kerala,Kozhikode,Rural Road,Fog,Night (lit),60,43.2,1,2,0,1,1,0.0,1.0,59692.96
ACC2021021000043,2021-02-10,10:38,West Bengal,Siliguri,Urban Road,,Daylight,60,53.5,1,2,0,1,1,0.0,0.0,19079.72
ACC2018012500044,2018-01-25,06:34,Madhya Pradesh,Gwalior,Rural Road,Rain,Daylight,50,29.1,2,5,0,2,3,0.0,0.0,125587.9
ACC2022041100045,2022-04-11,14:31,Puducherry,Puducherry,Urban Road,Haze,Daylight,50,35.3,3,1,0,1,0,0.0,0.0,108540.8
ACC2018070200046,2018-07-02,20:43,West Bengal,Durgapur,Urban Road,Rain,Night (lit),50,46.3,2,1,0,0,1,0.0,1.0,145517.83
ACC2018111400047,2018-11-14,18:43,Delhi,New Delhi,Urban Road,Fog,Night (unlit),50,29.9,1,0,0,0,0,0.0,0.0,10603.94
ACC2020082100048,2020-08-21,11:58,Gujarat,Ahmedabad,Rural Road,Rain,Daylight,60,78.9,2,1,0,0,1,0.0,0.0,27551.83
ACC2022120200049,2022-12-02,09:46,West Bengal,Kolkata,National Highway,Clear,Daylight,90,82.8,3,3,1,1,1,0.0,1.0,22981.87
ACC2022012600050,2022-01-26,07:24,Maharashtra,Pune,Urban Road,Clear,Daylight,50,53.0,1,4,0,1,3,0.0,0.0,23333.96
ACC2023111000051,2023-11-10,18:58,Punjab,Amritsar,Rural Road,Rain,Night (unlit),60,64.9,1,1,0,0,1,0.0,1.0,111410.0
ACC2018102200052,2018-10-22,19:31,Telangana,Warangal,National Highway,,Night (lit),80,68.8,1,4,0,2,2,0.0,0.0,53915.26
ACC2018012200053,2018-01-22,19:55,Rajasthan,Kota,National Highway,Fog,Night (unlit),100,79.9,1,5,1,1,3,0.0,0.0,82757.02
ACC2022090700054,2022-09-07,19:19,Tamil Nadu,Chennai,Urban Road,Clear,Night (unlit),40,40.7,2,0,0,0,0,0.0,0.0,38961.87
ACC2024030500055,2024-03-05,20:07,Chhattisgarh,Raipur,National Highway,Clear,Night (lit),80,95.4,2,3,0,0,3,0.0,0.0,8455.88
ACC2024122300056,2024-12-23,20:01,Bihar,Bhagalpur,Urban Road,,Night (lit),40,34.8,2,0,0,0,0,0.0,0.0,25797.95
ACC2019081500057,2019-08-15,09:21,Karnataka,Mangaluru,National Highway,Clear,Daylight,100,91.1,1,4,0,2,2,0.0,0.0,27337.99
ACC2024032000058,2024-03-20,08:49,Madhya Pradesh,Jabalpur,Rural Road,Haze,Daylight,60,50.4,2,3,0,0,3,0.0,0.0,260120.33
ACC2019111600059,2019-11-16,07:28,Rajasthan,Jaipur,Urban Road,Rain,Daylight,50,36.6,3,3,0,0,3,0.0,1.0,91991.76
ACC2024010900060,2024-01-09,17:48,Puducherry,Puducherry,Urban Road,Clear,Daylight,50,58.6,3,3,0,1,2,0.0,0.0,178623.98
ACC2019070700061,2019-07-07,19:53,Maharashtra,Pune,Rural Road,Clear,Night (lit),60,41.5,2,1,0,1,0,0.0,0.0,57441.85
ACC2022120700062,2022-12-07,11:29,Telangana,Hyderabad,National Highway,Clear,Daylight,100,76.6,2,2,0,2,0,0.0,0.0,20107.03
ACC2018100900063,2018-10-09,00:54,Tamil Nadu,Madurai,State Highway,Clear,Night (lit),70,84.6,1,2,0,0,2,1.0,0.0,68571.18
ACC2023052400064,2023-05-24,09:59,Karnataka,Mysuru,Urban Road,,Daylight,50,54.7,3,3,0,0,3,0.0,0.0,48404.77
ACC2020100600065,2020-10-06,21:05,Bihar,Patna,State Highway,Fog,Night (unlit),80,68.2,2,2,0,1,1,0.0,0.0,33662.78
ACC2023123100066,2023-12-31,18:18,Madhya Pradesh,Bhopal,State Highway,Clear,,80,95.6,1,1,0,0,1,0.0,0.0,77316.46
ACC2018021200067,2018-02-12,10:05,Telangana,Warangal,Urban Road,Rain,Daylight,60,63.9,3,5,0,1,4,0.0,0.0,54880.09
ACC2023110800068,2023-11-08,10:06,Goa,Margao,Urban Road,Clear,Daylight,50,46.4,2,3,0,2,1,,0.0,27087.99
ACC2022071900069,2022-07-19,09:07,Gujarat,Vadodara,Urban Road,Clear,Daylight,50,51.2,3,2,0,1,1,0.0,0.0,74787.5
ACC2021010500070,2021-01-05,01:34,Uttar Pradesh,Kanpur,Urban Road,Rain,Night (lit),50,54.4,1,3,0,1,2,0.0,0.0,30285.5
ACC2024101100071,2024-10-11,10:31,Odisha,Bhubaneswar,Urban Road,Fog,Daylight,50,34.4,3,2,0,1,1,0.0,0.0,22895.57
ACC2019101900072,2019-10-19,15:11,Gujarat,Rajkot,Expressway,Clear,Daylight,100,105.6,2,1,0,1,0,0.0,0.0,78428.24
ACC2024080500073,2024-08-05,08:01,West Bengal,Howrah,Rural Road,Clear,Daylight,60,77.3,2,6,0,1,5,0.0,0.0,25536.13
ACC2022121700074,2022-12-17,17:09,Odisha,Cuttack,Rural Road,Clear,Daylight,70,94.1,1,0,0,0,0,0.0,0.0,29433.88
ACC2018050800075,2018-05-08,08:30,Andhra Pradesh,Vijayawada,Urban Road,,,50,49.9,1,3,0,1,2,0.0,0.0,17757.66
ACC2020060100076,2020-06-01,20:15,Uttar Pradesh,Varanasi,Urban Road,Clear,Night (lit),50,38.4,3,1,0,0,1,0.0,0.0,30332.78
ACC2022051700077,2022-05-17,20:53,Uttar Pradesh,Kanpur,Urban Road,Clear,Night (lit),40,25.0,2,1,0,1,0,1.0,0.0,94668.86
ACC2019091600078,2019-09-16,21:17,Chhattisgarh,Bilaspur,Urban Road,Clear,Night (lit),50,47.6,2,5,0,1,4,0.0,0.0,62761.17
ACC2021121000079,2021-12-10,21:00,Karnataka,Mangaluru,Urban Road,Clear,Night (lit),50,54.8,1,7,2,2,3,0.0,0.0,102676.19
ACC2021053100080,2021-05-31,21:39,Telangana,Nizamabad,Urban Road,Clear,Night (lit),40,45.6,1,5,0,2,3,,0.0,72364.1
ACC2022081600081,2022-08-16,07:58,Tamil Nadu,Tiruchirappalli,Urban Road,Clear,Daylight,50,46.9,1,1,0,1,0,0.0,0.0,57185.74
ACC2019102500082,2019-10-25,10:21,Andhra Pradesh,Visakhapatnam,Urban Road,Clear,Daylight,50,47.9,2,2,1,1,0,0.0,0.0,39891.28
ACC2021020800083,2021-02-08,09:57,Chhattisgarh,Raipur,National Highway,Clear,Daylight,100,86.2,1,2,0,0,2,0.0,0.0,22025.27
ACC2020110300084,2020-11-03,18:33,Kerala,Thiruvananthapuram,Urban Road,Rain,Night (unlit),60,56.5,1,2,0,1,1,0.0,0.0,3998.34
ACC2024050900085,2024-05-09,20:06,West Bengal,Howrah,Urban Road,Rain,Night (lit),50,61.8,2,4,0,0,4,0.0,0.0,187721.31
ACC2021042100086,2021-04-21,08:17,Uttar Pradesh,Lucknow,State Highway,Clear,Daylight,80,,2,3,0,1,2,0.0,0.0,105002.79
ACC2025072000087,2025-07-20,08:58,Madhya Pradesh,Bhopal,State Highway,,Daylight,80,79.4,1,2,0,1,1,0.0,0.0,28763.75
ACC2022081500088,2022-08-15,03:20,Kerala,Thiruvananthapuram,National Highway,Clear,Night (lit),80,77.1,1,1,0,1,0,0.0,0.0,34218.82
ACC2023070400089,2023-07-04,20:05,Telangana,Hyderabad,Rural Road,Clear,Night (lit),70,71.9,1,4,0,1,3,0.0,0.0,48575.2
ACC2020061300090,2020-06-13,19:56,Karnataka,Mangaluru,Rural Road,Clear,Night (lit),50,48.9,2,5,0,3,2,0.0,0.0,94978.72
ACC2019090300091,2019-09-03,21:50,Punjab,Ludhiana,Urban Road,Clear,Night (lit),40,44.4,1,2,0,2,0,0.0,,25449.87
ACC2022042700092,2022-04-27,19:34,Assam,Dibrugarh,National Highway,,Night (unlit),80,73.6,2,5,0,0,5,,0.0,19074.56
ACC2019090500093,2019-09-05,10:36,Tamil Nadu,Tiruchirappalli,Urban Road,Clear,Daylight,60,54.3,1,1,0,1,0,0.0,0.0,107351.59
ACC2023042400094,2023-04-24,01:25,Telangana,Warangal,National Highway,Rain,Night (lit),100,93.0,1,5,0,2,3,0.0,0.0,123305.82
ACC2020073100095,2020-07-31,09:57,West Bengal,Howrah,Urban Road,Clear,Daylight,50,48.9,1,3,0,1,2,0.0,0.0,56955.79
ACC2023011300096,2023-01-13,19:14,Chhattisgarh,Bilaspur,National Highway,Clear,Night (lit),90,92.7,1,5,0,1,4,0.0,0.0,75326.46
ACC2018060300097,2018-06-03,19:22,Kerala,Kochi,National Highway,Rain,Night (unlit),100,105.2,2,1,0,0,1,0.0,0.0,62019.32
ACC2023110700098,2023-11-07,09:10,Andhra Pradesh,Guntur,National Highway,,Daylight,90,75.2,3,3,0,2,1,0.0,0.0,102906.51
ACC2023041300099,2023-04-13,03:34,Telangana,Nizamabad,Rural Road,Fog,Night (lit),60,34.5,2,1,0,1,0,0.0,0.0,28382.23
ACC2019080200100,2019-08-02,09:43,West Bengal,Kolkata,Expressway,Clear,Daylight,110,86.7,1,2,0,1,1,1.0,0.0,47857.69
ACC2025052400101,2025-05-24,05:48,Tamil Nadu,Madurai,National Highway,Clear,Night (lit),80,87.6,1,4,0,1,3,0.0,0.0,30299.08
ACC2018010100102,2018-01-01,10:11,Karnataka,Bengaluru,Rural Road,Rain,,60,65.4,3,6,0,3,3,0.0,0.0,34498.09
ACC2018041500103,2018-04-15,19:01,Gujarat,Surat,Rural Road,Clear,Night (lit),50,49.1,1,0,0,0,0,0.0,0.0,17112.61
ACC2021022400104,2021-02-24,20:24,Punjab,Ludhiana,Urban Road,Rain,Night (unlit),50,61.6,1,6,1,2,3,0.0,0.0,40731.03
ACC2018010700105,2018-01-07,21:36,Karnataka,Mangaluru,Rural Road,Clear,,50,56.8,1,2,0,0,2,0.0,0.0,106116.08
ACC2021103100106,2021-10-31,21:58,Rajasthan,Jaipur,Urban Road,Clear,Night (lit),50,43.7,1,1,0,0,1,0.0,0.0,63848.14
ACC2018022800107,2018-02-28,10:51,Delhi,New Delhi,National Highway,Storm,Daylight,100,137.4,1,7,0,2,5,0.0,0.0,14878.01
ACC2023112200108,2023-11-22,21:56,Haryana,Panipat,Urban Road,Clear,Night (unlit),40,39.3,1,2,0,0,2,0.0,0.0,68040.0
ACC2022052500109,2022-05-25,16:50,Maharashtra,Mumbai,Urban Road,Storm,Daylight,60,34.9,1,4,0,1,3,0.0,0.0,109807.99
ACC2023020700110,2023-02-07,08:16,Tamil Nadu,Coimbatore,Urban Road,Clear,Daylight,50,53.0,1,5,0,1,4,0.0,0.0,82023.25
ACC2019080200111,2019-08-02,18:35,Maharashtra,Nashik,Rural Road,Rain,Night (lit),60,61.5,2,2,0,1,1,0.0,0.0,109890.71
ACC2023110100112,2023-11-01,05:15,Maharashtra,Nashik,Urban Road,Clear,Night (unlit),50,34.5,2,0,0,0,0,0.0,0.0,39725.56
ACC2022082100113,2022-08-21,18:12,Andhra Pradesh,Vijayawada,Urban Road,Clear,Night (lit),40,,2,3,1,1,1,0.0,0.0,135753.06
ACC2020042900114,2020-04-29,09:10,Rajasthan,Kota,State Highway,Clear,Daylight,70,71.9,2,7,0,2,5,0.0,0.0,116134.56
ACC2024091400115,2024-09-14,09:22,Odisha,Cuttack,Urban Road,Clear,Daylight,50,53.7,3,2,0,0,2,0.0,0.0,123372.8
ACC2023062100116,2023-06-21,10:43,Tamil Nadu,Tiruchirappalli,National Highway,Fog,Daylight,90,107.3,3,3,0,1,2,0.0,1.0,
ACC2018082300117,2018-08-23,10:12,Madhya Pradesh,Gwalior,National Highway,,Daylight,80,50.0,1,3,0,1,2,,0.0,19705.45
ACC2024111700118,2024-11-17,21:27,Haryana,Gurugram,Expressway,Clear,Night (lit),110,94.3,1,0,0,0,0,0.0,0.0,
ACC2025042400119,2025-04-24,18:08,Goa,Panaji,Urban Road,Rain,Night (lit),50,40.8,3,4,0,1,3,1.0,0.0,44678.02
ACC2024080600120,2024-08-06,08:25,Kerala,Thiruvananthapuram,Rural Road,Clear,Daylight,70,74.4,2,4,0,0,4,,0.0,52287.35
ACC2023082500121,2023-08-25,21:57,Uttar Pradesh,Ghaziabad,Urban Road,Clear,Night (lit),60,77.6,1,9,0,4,5,0.0,0.0,15909.06
ACC2023063000122,2023-06-30,10:37,Gujarat,Surat,Urban Road,Storm,Daylight,50,45.2,2,4,0,1,3,0.0,0.0,77914.74
ACC2024012800123,2024-01-28,20:23,Jammu and Kashmir,Srinagar,Rural Road,Clear,Night (lit),70,52.4,2,2,0,0,2,0.0,0.0,25910.72
ACC2025072800124,2025-07-28,18:17,Gujarat,Ahmedabad,Expressway,Clear,Night (lit),100,75.5,1,2,0,0,2,0.0,0.0,67344.19
ACC2019020900125,2019-02-09,13:03,Jharkhand,Dhanbad,Rural Road,Fog,Daylight,50,37.3,1,1,0,0,1,0.0,0.0,18541.75
ACC2018101700126,2018-10-17,08:48,West Bengal,Durgapur,Urban Road,Clear,Daylight,40,213.3,1,14,0,2,12,0.0,0.0,46477.64
ACC2024122600127,2024-12-26,19:20,Puducherry,Puducherry,Urban Road,Clear,Night (lit),50,46.2,2,2,0,1,1,0.0,0.0,14116.08
ACC2023033000128,2023-03-30,19:00,Karnataka,Bengaluru,National Highway,Clear,Night (unlit),80,66.7,1,3,0,1,2,0.0,0.0,31587.29
ACC2024121000129,2024-12-10,19:57,Haryana,Faridabad,Urban Road,,Night (lit),50,61.9,1,8,0,3,5,0.0,0.0,56681.7
ACC2019011000130,2019-01-10,20:49,Uttar Pradesh,Varanasi,Rural Road,Haze,Night (lit),60,54.8,1,2,0,0,2,0.0,0.0,25526.57
ACC2025021900131,2025-02-19,10:03,Maharashtra,Nagpur,Expressway,Rain,Daylight,100,102.1,2,4,0,1,3,0.0,1.0,82942.38
ACC2024083100132,2024-08-31,09:33,Telangana,Nizamabad,Urban Road,Clear,Daylight,50,45.8,1,2,0,1,1,0.0,0.0,55100.66
ACC2019042600133,2019-04-26,21:47,Odisha,Cuttack,Urban Road,Clear,Night (lit),40,51.5,2,4,0,1,3,0.0,0.0,26333.89
ACC2024042800134,2024-04-28,21:37,Kerala,Kozhikode,National Highway,Clear,Night (lit),80,76.6,1,3,0,2,1,0.0,1.0,51839.42
ACC2020120600135,2020-12-06,10:32,Kerala,Kochi,National Highway,Clear,Daylight,80,,2,6,1,1,4,0.0,,61576.53
ACC2018102200136,2018-10-22,08:59,Madhya Pradesh,Bhopal,State Highway,Haze,Daylight,80,102.8,2,2,0,1,1,0.0,0.0,28398.79
ACC2020040100137,2020-04-01,23:03,Maharashtra,Thane,National Highway,Clear,Night (unlit),80,82.6,1,6,1,2,3,0.0,0.0,61423.34
ACC2022110800138,2022-11-08,10:45,Chhattisgarh,Raipur,Rural Road,Haze,Daylight,60,61.6,1,6,0,4,2,0.0,0.0,54818.98
ACC2019051000139,2019-05-10,21:22,Odisha,Bhubaneswar,Urban Road,Rain,Night (unlit),50,38.9,1,1,0,1,0,0.0,,78400.19
ACC2025090600140,2025-09-06,18:53,Karnataka,Mysuru,National Highway,Haze,Night (lit),90,55.3,2,2,0,1,1,0.0,0.0,12881.88
ACC2018031200141,2018-03-12,12:04,Odisha,Bhubaneswar,Urban Road,Rain,Daylight,60,59.8,2,5,1,2,2,0.0,0.0,193424.72
ACC2019102100142,2019-10-21,09:40,Telangana,Warangal,Rural Road,Clear,Daylight,60,51.0,2,2,0,2,0,0.0,0.0,96816.31
ACC2025030600143,2025-03-06,03:58,Maharashtra,Nashik,State Highway,,Night (lit),90,99.0,1,3,0,1,2,1.0,0.0,32830.02
ACC2021051900144,2021-05-19,21:43,Maharashtra,Nagpur,Urban Road,Clear,Night (lit),60,57.8,2,2,0,1,1,0.0,0.0,55944.87
ACC2022061800145,2022-06-18,19:11,Tamil Nadu,Chennai,Urban Road,,Night (lit),50,43.5,2,3,0,2,1,0.0,0.0,24481.73
ACC2021051500146,2021-05-15,10:54,Haryana,Panipat,National Highway,Clear,Daylight,80,65.4,1,7,0,1,6,0.0,0.0,48533.08
ACC2025062800147,2025-06-28,19:11,Maharashtra,Mumbai,State Highway,,Night (unlit),90,79.4,1,1,0,1,0,0.0,0.0,28075.64
ACC2023050600148,2023-05-06,10:14,Haryana,Gurugram,Urban Road,,Dawn/Dusk,50,30.1,2,1,0,1,0,0.0,0.0,16359.21
ACC2022081200149,2022-08-12,11:49,Rajasthan,Jaipur,Urban Road,Rain,Daylight,50,44.4,2,1,0,1,0,0.0,0.0,29082.97
ACC2019021000150,2019-02-10,09:49,Karnataka,Mysuru,Urban Road,,Daylight,40,39.8,4,3,0,0,3,0.0,0.0,153726.84
ACC2020071400151,2020-07-14,16:19,Gujarat,Surat,Rural Road,Fog,Daylight,50,50.7,3,2,0,1,1,0.0,0.0,30918.35
ACC2020071300152,2020-07-13,20:45,Jharkhand,Ranchi,State Highway,Clear,Night (lit),70,289.4636648340394,1,17,16,0,1,0.0,0.0,7257798.946965736
ACC2018020800153,2018-02-08,21:48,Karnataka,Mangaluru,State Highway,,Night (unlit),70,65.5,2,2,0,0,2,0.0,0.0,56150.06
ACC2021092800154,2021-09-28,16:00,Karnataka,Mangaluru,Urban Road,Clear,,40,27.5,2,3,0,3,0,0.0,0.0,10686.72
ACC2021051900155,2021-05-19,10:56,Rajasthan,Jaipur,Rural Road,Clear,Daylight,60,48.7,2,1,0,0,1,0.0,0.0,55827.04
ACC2018080800156,2018-08-08,20:29,Andhra Pradesh,Visakhapatnam,Rural Road,Clear,,70,80.4,1,3,0,2,1,0.0,0.0,168427.05
ACC2019011800157,2019-01-18,09:03,Telangana,Hyderabad,National Highway,Fog,Daylight,90,70.7,1,1,0,0,1,0.0,0.0,52557.38
ACC2022020500158,2022-02-05,18:15,Rajasthan,Jodhpur,Urban Road,Rain,Night (lit),50,,1,3,0,0,3,0.0,1.0,63887.38
ACC2025052000159,2025-05-20,09:46,Jharkhand,Jamshedpur,National Highway,Clear,Daylight,80,75.6,1,4,0,1,3,0.0,0.0,24287.04
ACC2020040100160,2020-04-01,21:40,Punjab,Amritsar,State Highway,Clear,Night (lit),80,89.4,1,2,0,0,2,0.0,0.0,131569.31
ACC2025071000161,2025-07-10,19:18,West Bengal,Durgapur,State Highway,Clear,Night (lit),80,60.2,2,1,0,0,1,0.0,1.0,18262.18
ACC2021062700162,2021-06-27,09:53,Telangana,Hyderabad,Urban Road,Rain,,50,36.5,4,2,0,0,2,0.0,0.0,196816.67
ACC2018090700163,2018-09-07,19:51,Uttar Pradesh,Kanpur,Urban Road,Rain,,50,41.3,1,3,0,1,2,1.0,0.0,39761.61
ACC2022091300164,2022-09-13,20:36,Delhi,New Delhi,National Highway,,Night (lit),80,93.8,2,6,0,3,3,0.0,0.0,92300.82
ACC2019070600165,2019-07-06,18:46,Rajasthan,Jodhpur,Urban Road,Clear,Night (lit),60,51.3,2,2,0,2,0,0.0,0.0,55532.98
ACC2024092800166,2024-09-28,08:55,Haryana,Gurugram,Rural Road,Clear,Dawn/Dusk,60,48.5,1,2,0,1,1,0.0,0.0,42781.91
ACC2024100200167,2024-10-02,18:19,Bihar,Patna,Urban Road,,Night (unlit),60,,1,0,0,0,0,0.0,0.0,95405.08
ACC2019030500168,2019-03-05,19:27,Maharashtra,Pune,Urban Road,Rain,Night (lit),50,53.0,1,0,0,0,0,0.0,0.0,25650.09
ACC2024013000169,2024-01-30,20:04,Gujarat,Ahmedabad,National Highway,Haze,Night (lit),80,72.0,1,5,0,3,2,0.0,0.0,153525.31
ACC2021050100170,2021-05-01,19:21,Punjab,Jalandhar,Urban Road,Clear,Night (unlit),40,47.9,1,2,0,0,2,0.0,0.0,84519.5
ACC2019121900171,2019-12-19,09:56,Haryana,Faridabad,Urban Road,,Daylight,40,32.7,1,1,0,0,1,0.0,0.0,19574.82
ACC2022111400172,2022-11-14,17:34,Gujarat,Surat,National Highway,Clear,Daylight,90,79.6,1,2,0,1,1,0.0,0.0,40678.81
ACC2018091000173,2018-09-10,16:55,Punjab,Ludhiana,State Highway,Clear,Daylight,70,64.8,1,2,0,1,1,0.0,0.0,29349.13
ACC2018101200174,2018-10-12,19:24,Assam,Guwahati,State Highway,Clear,Night (lit),80,94.6,2,5,0,1,4,0.0,0.0,29746.78
ACC2023060100175,2023-06-01,08:43,West Bengal,Kolkata,National Highway,Storm,,100,106.1,1,6,0,1,5,0.0,0.0,176458.1
ACC2025040800176,2025-04-08,16:32,Punjab,Amritsar,Urban Road,Clear,,50,49.1,1,29,4,7,18,0.0,,330507.54
ACC2019032000177,2019-03-20,09:39,Tamil Nadu,Tiruchirappalli,State Highway,Rain,Daylight,70,48.3,2,0,0,0,0,0.0,0.0,63967.53
ACC2018030100178,2018-03-01,01:00,Jharkhand,Dhanbad,Urban Road,Rain,Night (lit),50,41.2,2,8,0,2,6,0.0,0.0,151087.29
ACC2019102500179,2019-10-25,08:58,Madhya Pradesh,Gwalior,National Highway,Haze,Daylight,80,63.9,3,4,0,1,3,0.0,0.0,56147.81
